customer_id,signup_date,country,age_group,subscription_plan,billing_cycle,monthly_fee,acquisition_channel,device_type,status,churn_date
2241,2024-05-08,Australia,55+,Standard,Annual,12.99,Referral,Desktop,Active,
2242,2024-06-09,Singapore,25-34,Premium,Monthly,14.99,Facebook,Tablet,Churned,2024-09-08 00:00:00
2243,2024-04-08,France,35-44,Premium,Monthly,14.99,Facebook,Smart TV,Active,
2244,2024-12-08,UK,35-44,Standard,Annual,12.99,Instagram,Tablet,Active,
2245,2024-12-30,Brazil,55+,Standard,Monthly,12.99,Referral,Desktop,Active,
2246,2024-03-01,Canada,25-34,Standard,Annual,12.99,Referral,Tablet,Active,
2247,2024-04-03,Germany,25-34,Premium,Annual,14.99,YouTube,Smart TV,Active,
2248,2024-05-18,Germany,25-34,Premium,Monthly,14.99,Facebook,Mobile,Active,
2249,2024-05-09,UAE,45-54,Basic,Monthly,9.99,Google Ads,Mobile,Active,
2250,2024-04-06,Brazil,45-54,Premium,Monthly,14.99,Referral,Tablet,Active,
2251,2024-09-18,USA,45-54,Standard,Monthly,12.99,TikTok,Smart TV,Active,
2252,2024-10-31,Germany,18-24,Basic,Monthly,9.99,Instagram,Desktop,Active,
2253,2024-03-03,USA,18-24,Basic,Annual,9.99,Google Ads,Tablet,Active,
2254,2024-02-25,India,45-54,Standard,Monthly,12.99,Instagram,Mobile,Active,
2255,2024-12-04,Germany,55+,Standard,Monthly,12.99,TikTok,Tablet,Active,
2256,2024-05-25,Singapore,55+,Basic,Monthly,9.99,Referral,Tablet,Active,
2257,2024-10-09,USA,55+,Basic,Monthly,9.99,Referral,Tablet,Active,
2258,2024-04-22,France,25-34,Basic,Annual,9.99,Referral,Mobile,Active,
2259,2024-03-23,Australia,45-54,Basic,Annual,9.99,Google Ads,Mobile,Active,
2260,2024-05-06,Brazil,55+,Premium,Monthly,14.99,Instagram,Desktop,Active,
2261,2024-04-22,Australia,45-54,Basic,Monthly,9.99,Referral,Smart TV,Active,
2262,2024-08-16,India,45-54,Basic,Monthly,9.99,TikTok,Smart TV,Active,
2263,2024-08-14,Singapore,45-54,Basic,Annual,9.99,Google Ads,Tablet,Active,
2264,2024-04-15,UAE,35-44,Premium,Monthly,14.99,Facebook,Mobile,Active,
2265,2024-09-12,Brazil,55+,Standard,Monthly,12.99,Instagram,Tablet,Active,
2266,2024-03-14,France,25-34,Standard,Monthly,12.99,YouTube,Desktop,Active,
2267,2024-04-21,Canada,35-44,Basic,Monthly,9.99,Instagram,Smart TV,Active,
2268,2024-11-03,Singapore,25-34,Premium,Annual,14.99,TikTok,Mobile,Active,
2269,2024-08-19,Singapore,35-44,Standard,Monthly,12.99,Facebook,Smart TV,Active,
2270,2024-01-11,France,18-24,Basic,Annual,9.99,YouTube,Tablet,Active,
2271,2024-06-27,Brazil,25-34,Basic,Monthly,9.99,Instagram,Desktop,Churned,2024-10-01 00:00:00
2272,2024-10-26,Canada,18-24,Standard,Monthly,12.99,YouTube,Tablet,Active,
2273,2024-01-25,UK,18-24,Standard,Monthly,12.99,Referral,Mobile,Active,
2274,2024-05-08,Brazil,25-34,Basic,Annual,9.99,Facebook,Desktop,Active,
2275,2024-08-11,Canada,45-54,Basic,Annual,9.99,Facebook,Desktop,Active,
2276,2024-09-23,Singapore,18-24,Basic,Annual,9.99,Referral,Desktop,Active,
2277,2024-05-27,UK,25-34,Standard,Annual,12.99,Google Ads,Desktop,Active,
2278,2024-11-04,India,35-44,Standard,Monthly,12.99,Instagram,Mobile,Active,
2279,2024-08-24,UK,25-34,Standard,Monthly,12.99,Referral,Desktop,Active,
2280,2024-05-05,Australia,55+,Standard,Monthly,12.99,Google Ads,Mobile,Churned,2024-07-17 00:00:00
2281,2024-07-20,UK,25-34,Basic,Monthly,9.99,Instagram,Tablet,Active,
2282,2024-10-20,Brazil,25-34,Standard,Monthly,12.99,TikTok,Mobile,Active,
2283,2024-12-31,USA,18-24,Basic,Monthly,9.99,YouTube,Desktop,Active,
2284,2024-01-01,France,55+,Basic,Monthly,9.99,Referral,Smart TV,Churned,2024-06-04 00:00:00
2285,2024-09-25,UAE,35-44,Basic,Monthly,9.99,Referral,Smart TV,Active,
2286,2024-05-08,UAE,45-54,Standard,Monthly,12.99,Instagram,Mobile,Active,
2287,2024-04-15,Australia,18-24,Basic,Annual,9.99,Referral,Smart TV,Active,
2288,2024-07-14,Germany,45-54,Basic,Monthly,9.99,Instagram,Mobile,Active,
2289,2024-04-20,UK,45-54,Basic,Monthly,9.99,Referral,Desktop,Active,
2290,2024-11-28,UK,18-24,Standard,Monthly,12.99,Instagram,Smart TV,Active,
2291,2024-05-09,Brazil,35-44,Basic,Monthly,9.99,Instagram,Smart TV,Active,
2292,2024-03-07,UK,18-24,Basic,Monthly,9.99,Facebook,Tablet,Active,
2293,2024-01-28,France,18-24,Basic,Annual,9.99,Referral,Tablet,Active,
2294,2024-06-30,USA,45-54,Premium,Monthly,14.99,Google Ads,Tablet,Active,
2295,2024-06-18,USA,18-24,Basic,Annual,9.99,Instagram,Tablet,Churned,2024-08-29 00:00:00
2296,2024-01-31,Germany,18-24,Basic,Monthly,9.99,YouTube,Smart TV,Churned,2024-07-12 00:00:00
2297,2024-06-20,Singapore,35-44,Standard,Monthly,12.99,Facebook,Tablet,Active,
2298,2024-01-27,Brazil,45-54,Premium,Monthly,14.99,Referral,Mobile,Churned,2024-06-17 00:00:00
2299,2024-12-07,Singapore,55+,Standard,Annual,12.99,Google Ads,Desktop,Active,
2300,2024-07-12,Australia,25-34,Basic,Annual,9.99,Instagram,Desktop,Active,
2301,2024-02-17,Canada,18-24,Standard,Monthly,12.99,Google Ads,Tablet,Active,
2302,2024-01-07,Singapore,25-34,Premium,Monthly,14.99,YouTube,Desktop,Active,
2303,2024-08-06,Canada,18-24,Standard,Monthly,12.99,Google Ads,Desktop,Active,
2304,2024-01-20,India,25-34,Basic,Monthly,9.99,YouTube,Desktop,Active,
2305,2024-12-10,Brazil,35-44,Basic,Monthly,9.99,Referral,Tablet,Active,
2306,2024-08-28,UAE,55+,Premium,Monthly,14.99,TikTok,Tablet,Active,
2307,2024-11-19,Singapore,55+,Standard,Monthly,12.99,TikTok,Tablet,Active,
2308,2024-10-31,USA,45-54,Standard,Monthly,12.99,YouTube,Tablet,Active,
2309,2024-06-17,France,18-24,Premium,Monthly,14.99,Referral,Tablet,Active,
2310,2024-05-11,Canada,25-34,Basic,Monthly,9.99,Instagram,Smart TV,Active,
2311,2024-03-19,UAE,35-44,Premium,Monthly,14.99,YouTube,Smart TV,Active,
2312,2024-08-02,Canada,25-34,Standard,Monthly,12.99,Referral,Smart TV,Active,
2313,2024-12-05,USA,45-54,Basic,Monthly,9.99,YouTube,Smart TV,Active,
2314,2024-03-19,Germany,35-44,Basic,Annual,9.99,Google Ads,Tablet,Active,
2315,2024-04-30,France,55+,Basic,Annual,9.99,Instagram,Smart TV,Active,
2316,2024-08-08,Singapore,25-34,Premium,Monthly,14.99,Facebook,Desktop,Active,
2317,2024-11-02,India,18-24,Basic,Monthly,9.99,Google Ads,Mobile,Active,
2318,2024-01-05,India,25-34,Basic,Monthly,9.99,Google Ads,Mobile,Active,
2319,2024-08-29,Germany,35-44,Basic,Monthly,9.99,TikTok,Mobile,Active,
2320,2024-01-21,India,18-24,Basic,Monthly,9.99,Referral,Mobile,Active,
2321,2024-01-21,Canada,25-34,Standard,Annual,12.99,YouTube,Smart TV,Active,
2322,2024-02-25,UAE,18-24,Basic,Monthly,9.99,Referral,Tablet,Active,
2323,2024-03-11,Australia,25-34,Basic,Monthly,9.99,TikTok,Mobile,Active,
2324,2024-09-11,USA,45-54,Standard,Monthly,12.99,Facebook,Desktop,Active,
2325,2024-12-21,UAE,35-44,Basic,Monthly,9.99,Facebook,Smart TV,Active,
2326,2024-08-02,Australia,35-44,Premium,Monthly,14.99,Instagram,Desktop,Active,
2327,2024-08-24,India,18-24,Basic,Monthly,9.99,Referral,Mobile,Active,
2328,2024-03-16,India,35-44,Basic,Monthly,9.99,Facebook,Tablet,Churned,2024-05-23 00:00:00
2329,2024-10-23,France,18-24,Basic,Monthly,9.99,TikTok,Tablet,Active,
2330,2024-12-29,Germany,25-34,Basic,Monthly,9.99,YouTube,Desktop,Churned,2025-02-05 00:00:00
2331,2024-06-25,Australia,45-54,Basic,Monthly,9.99,Instagram,Smart TV,Active,
2332,2024-08-25,Brazil,25-34,Standard,Monthly,12.99,Facebook,Smart TV,Churned,2024-12-15 00:00:00
2333,2024-12-03,Singapore,25-34,Basic,Annual,9.99,Google Ads,Desktop,Active,
2334,2024-05-08,Germany,25-34,Basic,Monthly,9.99,Google Ads,Desktop,Active,
2335,2024-05-02,Australia,25-34,Standard,Monthly,12.99,TikTok,Desktop,Active,
2336,2024-08-01,Germany,35-44,Basic,Monthly,9.99,Referral,Tablet,Active,
2337,2024-06-21,UAE,25-34,Basic,Monthly,9.99,Instagram,Desktop,Active,
2338,2024-06-19,UAE,35-44,Standard,Annual,12.99,Referral,Smart TV,Active,
2339,2024-09-27,Singapore,25-34,Premium,Monthly,14.99,YouTube,Mobile,Active,
2340,2024-08-20,Australia,55+,Premium,Monthly,14.99,YouTube,Mobile,Active,
2341,2024-05-25,India,45-54,Basic,Monthly,9.99,YouTube,Smart TV,Active,
2342,2024-11-07,Singapore,25-34,Standard,Annual,12.99,YouTube,Tablet,Active,
2343,2024-06-02,Canada,55+,Premium,Annual,14.99,Facebook,Smart TV,Active,
2344,2024-05-15,Canada,45-54,Basic,Monthly,9.99,Instagram,Smart TV,Active,
2345,2024-01-02,Australia,55+,Basic,Annual,9.99,Referral,Smart TV,Active,
2346,2024-01-09,Australia,55+,Standard,Annual,12.99,TikTok,Mobile,Active,
2347,2024-09-11,UAE,35-44,Premium,Monthly,14.99,Google Ads,Desktop,Active,
2348,2024-07-18,UAE,25-34,Standard,Monthly,12.99,Google Ads,Smart TV,Active,
2349,2024-02-10,Brazil,18-24,Basic,Monthly,9.99,Google Ads,Desktop,Active,
2350,2024-05-12,France,25-34,Basic,Monthly,9.99,YouTube,Desktop,Churned,2024-08-15 00:00:00
2351,2024-03-24,Australia,35-44,Basic,Annual,9.99,Referral,Mobile,Active,
2352,2024-02-09,USA,25-34,Premium,Annual,14.99,Google Ads,Tablet,Active,
2353,2024-04-01,India,55+,Basic,Monthly,9.99,Referral,Smart TV,Active,
2354,2024-09-18,Australia,18-24,Basic,Monthly,9.99,Facebook,Mobile,Active,
2355,2024-06-29,UAE,35-44,Basic,Annual,9.99,TikTok,Mobile,Active,
2356,2024-11-13,India,18-24,Premium,Annual,14.99,Instagram,Desktop,Active,
2357,2024-06-24,UAE,25-34,Basic,Annual,9.99,YouTube,Tablet,Active,
2358,2024-01-16,India,55+,Basic,Monthly,9.99,YouTube,Desktop,Churned,2024-06-04 00:00:00
2359,2024-03-26,Singapore,18-24,Basic,Monthly,9.99,TikTok,Desktop,Active,
2360,2024-12-02,UAE,45-54,Premium,Annual,14.99,YouTube,Tablet,Active,
2361,2024-11-24,Brazil,25-34,Basic,Annual,9.99,Google Ads,Tablet,Churned,2025-01-02 00:00:00
2362,2024-01-09,Germany,45-54,Premium,Annual,14.99,TikTok,Mobile,Active,
2363,2024-06-10,India,55+,Premium,Monthly,14.99,Referral,Mobile,Active,
2364,2024-10-30,UAE,35-44,Basic,Monthly,9.99,Google Ads,Mobile,Active,
2365,2024-11-22,France,35-44,Basic,Monthly,9.99,Google Ads,Mobile,Active,
2366,2024-01-29,Australia,45-54,Premium,Monthly,14.99,Instagram,Tablet,Churned,2024-04-03 00:00:00
2367,2024-06-23,UAE,35-44,Premium,Annual,14.99,Google Ads,Smart TV,Active,
2368,2024-06-06,USA,35-44,Standard,Monthly,12.99,Facebook,Desktop,Active,
2369,2024-12-30,UAE,55+,Basic,Monthly,9.99,Referral,Mobile,Active,
2370,2024-07-04,Germany,35-44,Basic,Annual,9.99,Google Ads,Desktop,Active,
2371,2024-10-22,Canada,18-24,Basic,Annual,9.99,Facebook,Tablet,Active,
2372,2024-10-08,India,55+,Standard,Annual,12.99,Referral,Tablet,Active,
2373,2024-10-09,France,18-24,Standard,Monthly,12.99,Facebook,Smart TV,Active,
2374,2024-02-17,USA,25-34,Standard,Monthly,12.99,Google Ads,Mobile,Active,
2375,2024-10-28,USA,45-54,Basic,Annual,9.99,Facebook,Smart TV,Active,
2376,2024-10-04,UAE,25-34,Basic,Monthly,9.99,Google Ads,Tablet,Active,
2377,2024-03-27,India,18-24,Basic,Annual,9.99,YouTube,Desktop,Active,
2378,2024-12-28,UAE,25-34,Basic,Annual,9.99,YouTube,Mobile,Active,
2379,2024-12-14,Canada,45-54,Standard,Monthly,12.99,Referral,Desktop,Active,
2380,2024-01-31,France,25-34,Basic,Monthly,9.99,Referral,Tablet,Active,
2381,2024-06-25,France,55+,Basic,Annual,9.99,Facebook,Tablet,Active,
2382,2024-05-07,France,35-44,Standard,Annual,12.99,TikTok,Smart TV,Active,
2383,2024-01-01,Canada,35-44,Premium,Monthly,14.99,TikTok,Desktop,Active,
2384,2024-10-22,India,25-34,Basic,Monthly,9.99,Instagram,Mobile,Active,
2385,2024-04-28,India,45-54,Premium,Annual,14.99,Instagram,Desktop,Active,
2386,2024-05-21,Canada,18-24,Premium,Monthly,14.99,TikTok,Mobile,Active,
2387,2024-07-30,UK,25-34,Basic,Monthly,9.99,TikTok,Mobile,Active,
2388,2024-07-07,UAE,35-44,Basic,Monthly,9.99,YouTube,Desktop,Active,
2389,2024-11-21,Canada,25-34,Basic,Monthly,9.99,YouTube,Smart TV,Active,
2390,2024-05-20,France,45-54,Basic,Monthly,9.99,Instagram,Mobile,Active,
2391,2024-01-31,Canada,45-54,Standard,Monthly,12.99,Google Ads,Tablet,Active,
2392,2024-03-13,USA,45-54,Basic,Monthly,9.99,Referral,Mobile,Active,
2393,2024-10-27,Canada,45-54,Basic,Monthly,9.99,Instagram,Tablet,Active,
2394,2024-09-01,Brazil,25-34,Premium,Monthly,14.99,YouTube,Desktop,Active,
2395,2024-01-09,France,25-34,Standard,Monthly,12.99,Referral,Desktop,Active,
2396,2024-02-26,Australia,18-24,Basic,Monthly,9.99,Facebook,Tablet,Active,
2397,2024-07-25,India,25-34,Basic,Monthly,9.99,Facebook,Tablet,Active,
2398,2024-05-05,Singapore,55+,Standard,Monthly,12.99,Referral,Desktop,Churned,2024-10-24 00:00:00
2399,2024-11-17,UK,18-24,Basic,Monthly,9.99,Facebook,Smart TV,Active,
2400,2024-10-17,UK,18-24,Basic,Monthly,9.99,TikTok,Tablet,Active,
2401,2024-08-05,Singapore,25-34,Basic,Annual,9.99,TikTok,Smart TV,Active,
2402,2024-12-08,Germany,18-24,Premium,Monthly,14.99,YouTube,Smart TV,Churned,2025-05-31 00:00:00
2403,2024-11-15,USA,35-44,Basic,Monthly,9.99,Facebook,Smart TV,Active,
2404,2024-05-03,France,55+,Standard,Monthly,12.99,Google Ads,Mobile,Active,
2405,2024-02-22,France,18-24,Standard,Monthly,12.99,Instagram,Smart TV,Active,
2406,2024-07-30,India,55+,Standard,Annual,12.99,YouTube,Desktop,Active,
2407,2024-04-23,India,18-24,Standard,Monthly,12.99,Facebook,Mobile,Active,
2408,2024-10-27,Singapore,45-54,Basic,Annual,9.99,Instagram,Mobile,Active,
2409,2024-06-23,India,35-44,Premium,Monthly,14.99,Referral,Desktop,Active,
2410,2024-01-23,UK,18-24,Basic,Monthly,9.99,YouTube,Desktop,Active,
2411,2024-07-29,UAE,55+,Premium,Monthly,14.99,Instagram,Tablet,Active,
2412,2024-01-01,Germany,45-54,Basic,Monthly,9.99,Referral,Desktop,Active,
2413,2024-01-14,Singapore,18-24,Standard,Annual,12.99,TikTok,Tablet,Active,
2414,2024-04-08,UK,25-34,Basic,Monthly,9.99,Instagram,Desktop,Churned,2024-05-19 00:00:00
2415,2024-03-08,Brazil,25-34,Basic,Monthly,9.99,Referral,Desktop,Active,
2416,2024-01-17,Canada,35-44,Basic,Annual,9.99,TikTok,Tablet,Active,
2417,2024-12-17,UK,45-54,Basic,Monthly,9.99,YouTube,Mobile,Active,
2418,2024-03-28,India,18-24,Basic,Monthly,9.99,Instagram,Desktop,Churned,2024-08-12 00:00:00
2419,2024-02-07,UK,35-44,Basic,Monthly,9.99,TikTok,Tablet,Churned,2024-05-05 00:00:00
2420,2024-08-19,UAE,55+,Basic,Annual,9.99,Instagram,Smart TV,Active,
2421,2024-08-05,Brazil,35-44,Basic,Annual,9.99,Facebook,Tablet,Active,
2422,2024-11-06,Canada,45-54,Basic,Annual,9.99,Facebook,Smart TV,Churned,2024-12-11 00:00:00
2423,2024-10-01,Singapore,18-24,Basic,Monthly,9.99,TikTok,Desktop,Active,
2424,2024-01-28,India,55+,Basic,Annual,9.99,YouTube,Smart TV,Active,
2425,2024-11-28,UK,18-24,Standard,Annual,12.99,Referral,Desktop,Active,
2426,2024-10-02,Canada,18-24,Premium,Annual,14.99,Referral,Mobile,Active,
2427,2024-05-03,UAE,55+,Standard,Monthly,12.99,Google Ads,Tablet,Active,
2428,2024-05-13,UK,18-24,Basic,Monthly,9.99,YouTube,Smart TV,Active,
2429,2024-04-15,India,55+,Basic,Annual,9.99,Instagram,Smart TV,Active,
2430,2024-02-06,India,35-44,Basic,Monthly,9.99,YouTube,Desktop,Active,
2431,2024-12-14,USA,18-24,Basic,Annual,9.99,Google Ads,Mobile,Active,
2432,2024-12-06,USA,18-24,Standard,Annual,12.99,Facebook,Desktop,Active,
2433,2024-11-22,Canada,45-54,Standard,Monthly,12.99,Google Ads,Smart TV,Active,
2434,2024-10-02,Singapore,18-24,Standard,Monthly,12.99,TikTok,Desktop,Active,
2435,2024-06-29,UAE,35-44,Basic,Monthly,9.99,Facebook,Tablet,Active,
2436,2024-03-22,Singapore,55+,Basic,Annual,9.99,Referral,Smart TV,Active,
2437,2024-05-27,India,25-34,Basic,Annual,9.99,Instagram,Tablet,Active,
2438,2024-09-13,France,45-54,Standard,Monthly,12.99,Google Ads,Smart TV,Active,
2439,2024-08-27,USA,35-44,Basic,Monthly,9.99,Instagram,Smart TV,Active,
2440,2024-06-25,UAE,35-44,Standard,Monthly,12.99,Referral,Desktop,Active,
2441,2024-07-26,France,25-34,Basic,Monthly,9.99,Facebook,Desktop,Active,
2442,2024-06-13,Australia,25-34,Basic,Monthly,9.99,Referral,Smart TV,Active,
2443,2024-01-22,Brazil,18-24,Standard,Monthly,12.99,YouTube,Desktop,Active,
2444,2024-05-03,UAE,45-54,Basic,Annual,9.99,Referral,Tablet,Active,
2445,2024-01-09,UAE,25-34,Standard,Annual,12.99,Instagram,Mobile,Active,
2446,2024-02-01,India,45-54,Basic,Monthly,9.99,Facebook,Mobile,Active,
2447,2024-10-11,Australia,35-44,Premium,Annual,14.99,TikTok,Desktop,Active,
2448,2024-10-07,Canada,55+,Premium,Monthly,14.99,Instagram,Smart TV,Active,
2449,2024-04-06,Canada,25-34,Standard,Monthly,12.99,TikTok,Mobile,Churned,2024-07-13 00:00:00
2450,2024-03-13,Australia,25-34,Standard,Monthly,12.99,Referral,Tablet,Active,
2451,2024-07-27,France,25-34,Basic,Monthly,9.99,Facebook,Smart TV,Active,
2452,2024-04-19,Australia,18-24,Basic,Annual,9.99,YouTube,Mobile,Active,
2453,2024-07-18,France,25-34,Basic,Annual,9.99,Facebook,Tablet,Active,
2454,2024-05-28,France,25-34,Premium,Monthly,14.99,TikTok,Tablet,Active,
2455,2024-06-23,Canada,18-24,Standard,Monthly,12.99,TikTok,Mobile,Active,
2456,2024-08-28,Australia,35-44,Basic,Monthly,9.99,Referral,Mobile,Active,
2457,2024-04-25,UAE,55+,Standard,Monthly,12.99,Referral,Desktop,Active,
2458,2024-05-21,Brazil,55+,Basic,Annual,9.99,TikTok,Mobile,Active,
2459,2024-12-10,USA,35-44,Standard,Monthly,12.99,Instagram,Desktop,Active,
2460,2024-04-20,Germany,25-34,Basic,Annual,9.99,Referral,Tablet,Active,
2461,2024-10-27,France,25-34,Basic,Annual,9.99,Instagram,Mobile,Active,
2462,2024-02-16,UAE,45-54,Basic,Monthly,9.99,TikTok,Mobile,Active,
2463,2024-10-05,Canada,55+,Basic,Annual,9.99,Google Ads,Desktop,Active,
2464,2024-09-09,Germany,25-34,Basic,Monthly,9.99,Google Ads,Smart TV,Active,
2465,2024-01-18,Singapore,55+,Standard,Annual,12.99,YouTube,Tablet,Active,
2466,2024-07-18,France,55+,Basic,Annual,9.99,TikTok,Mobile,Active,
2467,2024-01-06,USA,18-24,Premium,Monthly,14.99,Referral,Mobile,Active,
2468,2024-06-20,Singapore,55+,Standard,Monthly,12.99,Google Ads,Desktop,Churned,2024-08-21 00:00:00
2469,2024-12-18,Brazil,35-44,Basic,Monthly,9.99,TikTok,Tablet,Active,
2470,2024-11-01,France,18-24,Basic,Annual,9.99,Referral,Desktop,Active,
2471,2024-07-19,UK,18-24,Basic,Annual,9.99,Google Ads,Tablet,Active,
2472,2024-11-05,UAE,55+,Basic,Monthly,9.99,Facebook,Mobile,Active,
2473,2024-10-03,UAE,45-54,Basic,Monthly,9.99,Facebook,Mobile,Active,
2474,2024-10-27,Canada,25-34,Basic,Annual,9.99,TikTok,Desktop,Active,
2475,2024-04-20,India,25-34,Standard,Monthly,12.99,YouTube,Tablet,Active,
2476,2024-06-20,Australia,18-24,Basic,Monthly,9.99,TikTok,Tablet,Active,
2477,2024-03-07,USA,35-44,Standard,Monthly,12.99,TikTok,Mobile,Active,
2478,2024-06-21,France,45-54,Basic,Annual,9.99,TikTok,Mobile,Active,
2479,2024-09-22,UK,45-54,Standard,Monthly,12.99,Google Ads,Mobile,Active,
2480,2024-04-08,Canada,35-44,Premium,Monthly,14.99,YouTube,Smart TV,Active,
2481,2024-11-07,USA,45-54,Basic,Annual,9.99,Instagram,Smart TV,Active,
2482,2024-02-07,India,25-34,Basic,Annual,9.99,Instagram,Tablet,Active,
2483,2024-06-23,UAE,55+,Basic,Annual,9.99,Instagram,Smart TV,Active,
2484,2024-10-19,Brazil,45-54,Basic,Monthly,9.99,Referral,Desktop,Active,
2485,2024-11-14,Australia,35-44,Basic,Monthly,9.99,TikTok,Mobile,Active,
2486,2024-02-29,USA,55+,Basic,Annual,9.99,YouTube,Desktop,Active,
2487,2024-06-24,UAE,55+,Basic,Monthly,9.99,Instagram,Smart TV,Active,
2488,2024-01-24,Singapore,18-24,Basic,Monthly,9.99,Google Ads,Mobile,Active,
2489,2024-12-07,USA,55+,Basic,Monthly,9.99,Google Ads,Tablet,Active,
2490,2024-10-16,Australia,35-44,Standard,Monthly,12.99,Referral,Desktop,Active,
2491,2024-01-09,Australia,55+,Standard,Monthly,12.99,Instagram,Smart TV,Active,
2492,2024-11-02,France,55+,Standard,Monthly,12.99,Referral,Smart TV,Active,
2493,2024-12-02,Singapore,55+,Basic,Monthly,9.99,TikTok,Smart TV,Active,
2494,2024-02-15,UAE,35-44,Premium,Monthly,14.99,Referral,Smart TV,Active,
2495,2024-11-22,Germany,55+,Premium,Monthly,14.99,Google Ads,Tablet,Active,
2496,2024-01-11,Singapore,55+,Standard,Annual,12.99,Instagram,Desktop,Active,
2497,2024-04-07,Canada,35-44,Basic,Annual,9.99,Instagram,Smart TV,Active,
2498,2024-07-25,USA,45-54,Standard,Annual,12.99,Referral,Mobile,Active,
2499,2024-10-12,India,45-54,Basic,Monthly,9.99,YouTube,Mobile,Active,
2500,2024-11-24,Australia,55+,Basic,Annual,9.99,TikTok,Desktop,Active,
2501,2024-09-23,Singapore,35-44,Standard,Monthly,12.99,TikTok,Desktop,Active,
2502,2024-09-23,USA,35-44,Basic,Annual,9.99,Google Ads,Tablet,Active,
2503,2024-07-27,UK,55+,Premium,Monthly,14.99,Referral,Smart TV,Active,
2504,2024-06-23,UK,45-54,Basic,Annual,9.99,Referral,Tablet,Active,
2505,2024-10-05,Australia,18-24,Standard,Monthly,12.99,Referral,Smart TV,Active,
2506,2024-10-20,Canada,18-24,Basic,Monthly,9.99,Referral,Smart TV,Churned,2024-12-07 00:00:00
2507,2024-08-06,UK,25-34,Basic,Annual,9.99,Referral,Tablet,Active,
2508,2024-10-19,India,35-44,Basic,Annual,9.99,Instagram,Tablet,Active,
2509,2024-07-23,Australia,55+,Standard,Monthly,12.99,Facebook,Mobile,Active,
2510,2024-01-16,Canada,18-24,Premium,Monthly,14.99,Google Ads,Smart TV,Active,
2511,2024-11-03,India,18-24,Basic,Annual,9.99,Google Ads,Smart TV,Active,
2512,2024-09-14,Canada,55+,Basic,Monthly,9.99,Facebook,Mobile,Active,
2513,2024-01-25,USA,55+,Premium,Monthly,14.99,TikTok,Tablet,Active,
2514,2024-02-11,Germany,18-24,Basic,Monthly,9.99,YouTube,Smart TV,Active,
2515,2024-03-31,Singapore,45-54,Premium,Monthly,14.99,TikTok,Smart TV,Active,
2516,2024-11-17,Canada,35-44,Basic,Annual,9.99,Facebook,Mobile,Active,
2517,2024-09-10,UK,18-24,Basic,Monthly,9.99,TikTok,Smart TV,Churned,2025-01-18 00:00:00
2518,2024-03-12,France,25-34,Standard,Annual,12.99,Referral,Desktop,Active,
2519,2024-06-25,Brazil,45-54,Basic,Annual,9.99,YouTube,Mobile,Active,
2520,2024-03-23,India,35-44,Standard,Annual,12.99,Google Ads,Smart TV,Active,
2521,2024-09-25,Canada,25-34,Standard,Monthly,12.99,Instagram,Smart TV,Active,
2522,2024-04-28,Germany,35-44,Basic,Monthly,9.99,TikTok,Desktop,Active,
2523,2024-04-13,India,45-54,Basic,Annual,9.99,Referral,Mobile,Active,
2524,2024-08-25,UK,18-24,Basic,Annual,9.99,Google Ads,Desktop,Active,
2525,2024-01-01,France,25-34,Basic,Monthly,9.99,Referral,Tablet,Active,
2526,2024-03-08,Germany,45-54,Basic,Monthly,9.99,Google Ads,Desktop,Active,
2527,2024-04-21,UAE,35-44,Basic,Annual,9.99,Facebook,Tablet,Active,
2528,2024-10-30,Singapore,35-44,Basic,Annual,9.99,Google Ads,Desktop,Active,
2529,2024-07-21,France,35-44,Basic,Monthly,9.99,Facebook,Mobile,Churned,2024-09-13 00:00:00
2530,2024-05-01,India,45-54,Basic,Monthly,9.99,YouTube,Mobile,Active,
2531,2024-03-13,Brazil,55+,Premium,Annual,14.99,Instagram,Desktop,Active,
2532,2024-02-08,India,45-54,Basic,Monthly,9.99,Referral,Desktop,Active,
2533,2024-02-22,France,25-34,Standard,Monthly,12.99,Referral,Tablet,Active,
2534,2024-09-08,Canada,45-54,Standard,Monthly,12.99,Instagram,Desktop,Churned,2025-01-28 00:00:00
2535,2024-02-28,Germany,45-54,Premium,Monthly,14.99,Google Ads,Tablet,Active,
2536,2024-04-27,USA,45-54,Standard,Monthly,12.99,TikTok,Smart TV,Active,
2537,2024-07-25,Brazil,45-54,Standard,Annual,12.99,TikTok,Mobile,Active,
2538,2024-07-25,France,55+,Premium,Monthly,14.99,Instagram,Mobile,Active,
2539,2024-07-05,UK,18-24,Standard,Monthly,12.99,TikTok,Desktop,Active,
2540,2024-04-02,UK,18-24,Basic,Monthly,9.99,YouTube,Tablet,Active,
2541,2024-01-08,Brazil,18-24,Standard,Monthly,12.99,TikTok,Tablet,Active,
2542,2024-07-26,UAE,25-34,Standard,Annual,12.99,Google Ads,Desktop,Active,
2543,2024-06-16,Singapore,18-24,Standard,Annual,12.99,Referral,Tablet,Active,
2544,2024-04-30,Australia,55+,Basic,Monthly,9.99,Google Ads,Desktop,Active,
2545,2024-03-05,Germany,18-24,Premium,Monthly,14.99,Referral,Desktop,Active,
2546,2024-12-05,Singapore,35-44,Premium,Monthly,14.99,Referral,Tablet,Active,
2547,2024-11-27,Germany,55+,Basic,Annual,9.99,Referral,Mobile,Active,
